model,polarity,topic,person,mean,stderr,grade_breakdown
openrouter/anthropic/claude-sonnet-4-6,affirmative,programming and technology,first,1.3000000000000003,0.20153730163574504,"['1', '0', '1', '2', '1', '1', '1', '2', '2', '2', '1', '0', '2', '2', '1', '1', '1', '2', '1', '2', '1', '0', '2', '2', '1', '1', '1', '2', '1', '2']"
openrouter/anthropic/claude-sonnet-4-6,negative,programming and technology,first,0.7666666666666667,0.1651785416368723,"['1', '1', '0', '1', '0', '1', '1', '0', '1', '1', '1', '0', '0', '0', '0', '1', '2', '1', '2', '0', '1', '0', '1', '0', '0', '1', '2', '1', '1', '2']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,programming and technology,third,1.0333333333333332,0.23013683530231088,"['0', '0', '2', '2', '1', '0', '1', '2', '1', '1', '1', '0', '2', '1', '0', '0', '1', '2', '0', '2', '1', '0', '1', '3', '1', '1', '0', '2', '1', '2']"
openrouter/anthropic/claude-sonnet-4-6,negative,programming and technology,third,1.0333333333333332,0.21914536581462243,"['2', '0', '0', '1', '1', '1', '2', '0', '2', '2', '1', '1', '1', '0', '0', '1', '2', '0', '2', '2', '1', '1', '0', '1', '1', '1', '2', '0', '1', '2']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,writing & literature,first,1.0,0.15713484026367722,"['0', '0', '1', '1', '0', '1', '1', '1', '1', '1', '1', '1', '2', '2', '1', '1', '1', '1', '1', '2', '0', '0', '2', '1', '0', '2', '1', '1', '2', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,writing & literature,first,1.3666666666666667,0.19531550923607716,"['3', '2', '2', '1', '2', '0', '1', '1', '1', '1', '2', '2', '1', '1', '0', '1', '1', '1', '0', '1', '3', '2', '2', '2', '2', '1', '1', '1', '1', '2']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,writing & literature,third,1.0333333333333334,0.1753303759784389,"['0', '1', '1', '1', '0', '2', '1', '2', '0', '1', '1', '1', '0', '2', '1', '2', '2', '1', '1', '1', '0', '1', '1', '1', '0', '2', '1', '2', '1', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,writing & literature,third,1.5333333333333334,0.19372884193514103,"['3', '2', '2', '1', '2', '1', '1', '0', '2', '1', '3', '2', '2', '2', '1', '1', '1', '1', '2', '1', '2', '2', '1', '2', '2', '1', '1', '1', '2', '1']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,film & theatre,first,1.1333333333333333,0.16629588385661961,"['1', '0', '2', '1', '2', '1', '2', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '2', '1', '0', '1', '0', '2', '1', '2', '0', '1', '2', '1', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,film & theatre,first,0.7666666666666666,0.19907192074632132,"['2', '0', '0', '0', '0', '2', '1', '0', '1', '1', '1', '2', '0', '0', '1', '1', '1', '0', '2', '1', '0', '1', '0', '0', '0', '1', '1', '0', '2', '2']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,film & theatre,third,1.1,0.2111111111111111,"['1', '0', '2', '1', '2', '0', '1', '2', '1', '1', '1', '0', '1', '0', '2', '0', '2', '2', '1', '1', '1', '1', '2', '1', '2', '0', '1', '2', '1', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,film & theatre,third,1.1666666666666667,0.2545875386086578,"['2', '1', '0', '1', '0', '2', '1', '0', '1', '2', '2', '1', '1', '1', '0', '3', '1', '0', '1', '2', '2', '1', '1', '2', '0', '2', '1', '0', '2', '2']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,language & translation,first,1.2,0.18724777273725243,"['2', '2', '1', '1', '1', '1', '0', '1', '1', '1', '2', '2', '2', '1', '1', '1', '0', '1', '1', '2', '2', '2', '1', '2', '1', '1', '0', '0', '2', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,language & translation,first,1.2,0.29059326290271154,"['0', '3', '1', '0', '1', '1', '2', '1', '2', '2', '0', '3', '1', '0', '2', '1', '2', '0', '1', '2', '0', '3', '1', '0', '0', '1', '1', '1', '2', '2']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,language & translation,third,1.4333333333333331,0.14948471163415233,"['2', '2', '1', '2', '2', '2', '1', '1', '2', '2', '2', '1', '1', '2', '1', '1', '1', '1', '2', '2', '1', '2', '0', '1', '1', '1', '0', '2', '2', '2']"
openrouter/anthropic/claude-sonnet-4-6,negative,language & translation,third,1.1333333333333333,0.21198648920376567,"['0', '3', '1', '2', '1', '1', '0', '1', '0', '1', '0', '2', '1', '0', '1', '1', '2', '1', '2', '1', '0', '3', '1', '0', '2', '1', '1', '2', '2', '1']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,art & culture,first,0.7,0.18223577185396359,"['1', '0', '2', '0', '1', '0', '0', '1', '0', '1', '2', '0', '1', '1', '2', '0', '0', '1', '1', '1', '1', '0', '1', '0', '1', '0', '0', '1', '1', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,art & culture,first,1.5333333333333332,0.18053418676968805,"['2', '2', '1', '2', '1', '1', '3', '0', '1', '1', '2', '2', '1', '1', '2', '2', '2', '1', '2', '2', '2', '2', '1', '2', '1', '1', '2', '0', '2', '2']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,art & culture,third,0.6333333333333333,0.20757268546966,"['0', '0', '0', '1', '1', '0', '0', '2', '0', '1', '1', '0', '0', '1', '1', '0', '0', '2', '0', '2', '1', '0', '1', '1', '2', '0', '0', '1', '0', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,art & culture,third,1.5000000000000002,0.16666666666666666,"['3', '2', '2', '1', '2', '1', '2', '1', '1', '1', '2', '2', '1', '1', '1', '2', '2', '1', '1', '2', '2', '2', '2', '1', '1', '2', '2', '0', '1', '1']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,music & pop-culture,first,1.1333333333333333,0.15869840952317446,"['2', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '2', '1', '1', '0', '1', '1', '1', '2', '2', '1', '2', '1', '1', '0', '1', '0', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,music & pop-culture,first,0.8666666666666668,0.24944382578492943,"['1', '0', '1', '0', '1', '2', '2', '0', '1', '0', '1', '0', '1', '1', '2', '3', '2', '0', '0', '0', '1', '0', '0', '0', '1', '2', '2', '1', '0', '1']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,music & pop-culture,third,1.1666666666666667,0.21801574300387314,"['2', '2', '2', '2', '0', '1', '2', '0', '0', '1', '1', '1', '2', '2', '0', '0', '2', '1', '1', '2', '2', '2', '1', '2', '0', '1', '1', '1', '0', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,music & pop-culture,third,0.9333333333333332,0.2096440251568134,"['1', '0', '0', '1', '2', '1', '2', '0', '1', '1', '1', '0', '0', '1', '1', '1', '2', '0', '1', '1', '0', '1', '0', '2', '1', '2', '2', '0', '2', '1']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,lifestyle & self-improvement,first,1.0666666666666667,0.15555555555555556,"['1', '1', '1', '1', '1', '1', '1', '0', '1', '2', '1', '2', '0', '1', '1', '1', '1', '0', '1', '2', '2', '2', '1', '1', '1', '1', '0', '1', '1', '2']"
openrouter/anthropic/claude-sonnet-4-6,negative,lifestyle & self-improvement,first,1.0333333333333334,0.23013683530231088,"['0', '0', '1', '1', '1', '2', '2', '1', '1', '0', '0', '1', '2', '0', '2', '2', '2', '1', '1', '0', '1', '0', '1', '1', '2', '2', '2', '0', '2', '0']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,lifestyle & self-improvement,third,0.8666666666666666,0.19372884193514103,"['1', '1', '0', '1', '1', '1', '2', '1', '1', '2', '1', '2', '0', '1', '0', '0', '1', '0', '1', '1', '0', '2', '0', '1', '0', '0', '1', '0', '2', '2']"
openrouter/anthropic/claude-sonnet-4-6,negative,lifestyle & self-improvement,third,1.1666666666666665,0.20030840419244383,"['0', '2', '2', '1', '2', '2', '2', '1', '1', '0', '0', '1', '2', '1', '1', '1', '1', '1', '1', '0', '1', '2', '2', '1', '2', '2', '1', '1', '1', '0']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,environment & sustainability,first,1.3,0.1048220125784067,"['1', '2', '1', '1', '1', '1', '1', '2', '1', '1', '2', '2', '1', '1', '2', '1', '2', '2', '1', '1', '0', '1', '2', '1', '1', '1', '1', '2', '2', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,environment & sustainability,first,1.4333333333333333,0.22798093920759102,"['1', '0', '1', '2', '2', '2', '2', '2', '0', '2', '1', '1', '1', '2', '2', '2', '3', '2', '1', '2', '1', '0', '1', '2', '2', '1', '2', '1', '0', '2']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,environment & sustainability,third,1.2666666666666666,0.18459164139817943,"['1', '2', '1', '1', '2', '1', '2', '2', '0', '1', '1', '2', '1', '1', '2', '1', '2', '2', '1', '0', '1', '2', '1', '1', '2', '0', '1', '2', '1', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,environment & sustainability,third,1.4666666666666668,0.20000000000000004,"['2', '2', '1', '2', '2', '2', '1', '2', '0', '1', '0', '2', '1', '2', '1', '2', '1', '2', '0', '2', '2', '3', '1', '2', '2', '2', '1', '2', '1', '0']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,governance & politics,first,0.9333333333333333,0.17777777777777778,"['1', '1', '2', '1', '1', '1', '0', '1', '1', '0', '1', '1', '1', '1', '1', '2', '0', '1', '2', '0', '1', '1', '2', '2', '0', '1', '0', '1', '1', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,governance & politics,first,1.4666666666666668,0.18724777273725243,"['2', '1', '0', '1', '2', '2', '2', '1', '1', '2', '2', '1', '2', '1', '2', '2', '2', '1', '0', '3', '2', '1', '1', '1', '2', '1', '2', '1', '1', '2']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,governance & politics,third,1.3,0.18223577185396359,"['1', '2', '1', '2', '1', '2', '1', '1', '2', '0', '0', '1', '1', '2', '1', '2', '1', '2', '2', '1', '1', '1', '2', '2', '1', '2', '1', '1', '2', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,governance & politics,third,1.3,0.1822357718539636,"['2', '1', '0', '1', '2', '1', '2', '1', '1', '1', '1', '1', '0', '2', '2', '2', '2', '1', '1', '2', '1', '1', '0', '1', '2', '1', '2', '1', '2', '2']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,spirituality & religion,first,0.6333333333333333,0.13562839573037447,"['1', '1', '0', '0', '1', '1', '1', '0', '1', '1', '0', '0', '1', '0', '1', '1', '1', '0', '1', '1', '1', '0', '0', '0', '1', '1', '1', '0', '1', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,spirituality & religion,first,1.3666666666666667,0.24062675364119682,"['1', '2', '2', '3', '1', '1', '0', '1', '2', '1', '2', '1', '2', '3', '1', '1', '0', '0', '1', '0', '2', '2', '2', '3', '1', '1', '1', '1', '1', '2']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,spirituality & religion,third,0.8333333333333333,0.15908690070307058,"['2', '1', '0', '1', '1', '2', '0', '0', '1', '1', '1', '2', '1', '0', '1', '1', '0', '1', '1', '1', '2', '0', '0', '0', '1', '1', '0', '1', '1', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,spirituality & religion,third,1.4666666666666666,0.21773242158072692,"['2', '1', '2', '2', '1', '1', '0', '1', '2', '2', '2', '1', '2', '3', '1', '1', '2', '0', '1', '2', '3', '1', '2', '3', '1', '2', '0', '1', '1', '1']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,cognitive & behavioural sciences,first,0.6333333333333333,0.18223577185396359,"['1', '1', '0', '2', '0', '0', '1', '0', '1', '2', '1', '1', '0', '1', '0', '0', '1', '0', '1', '1', '1', '1', '0', '1', '0', '0', '1', '0', '0', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,cognitive & behavioural sciences,first,1.5,0.21227747971714223,"['0', '2', '1', '1', '2', '2', '1', '2', '2', '1', '1', '1', '0', '1', '2', '2', '2', '3', '2', '1', '1', '2', '2', '0', '2', '2', '1', '3', '2', '1']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,cognitive & behavioural sciences,third,0.7333333333333333,0.19116278371205833,"['1', '2', '0', '1', '0', '0', '1', '0', '0', '2', '1', '1', '0', '1', '0', '0', '1', '0', '1', '2', '2', '1', '0', '1', '1', '0', '1', '1', '0', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,cognitive & behavioural sciences,third,1.7000000000000004,0.22470831573507424,"['2', '0', '1', '1', '2', '3', '2', '1', '2', '0', '1', '1', '2', '1', '2', '3', '1', '2', '3', '1', '2', '2', '2', '2', '2', '3', '1', '2', '3', '1']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,cooking & baking,first,0.7333333333333334,0.18459164139817943,"['2', '0', '1', '1', '1', '1', '0', '0', '1', '1', '1', '0', '1', '1', '1', '2', '0', '0', '0', '1', '1', '0', '1', '0', '1', '2', '0', '0', '1', '1']"
openrouter/anthropic/claude-sonnet-4-6,negative,cooking & baking,first,1.4,0.37777777777777777,"['0', '2', '0', '3', '1', '0', '3', '1', '2', '2', '0', '2', '0', '3', '1', '1', '3', '0', '1', '3', '0', '2', '0', '3', '0', '0', '3', '1', '3', '2']"
openrouter/anthropic/claude-sonnet-4-6,affirmative,cooking & baking,third,0.8333333333333334,0.21801574300387314,"['1', '0', '1', '1', '1', '2', '0', '0', '0', '2', '2', '1', '2', '1', '1', '2', '0', '0', '0', '2', '1', '1', '1', '0', '1', '2', '0', '0', '0', '0']"
openrouter/anthropic/claude-sonnet-4-6,negative,cooking & baking,third,1.1999999999999997,0.34854193647462495,"['0', '2', '0', '2', '1', '0', '3', '0', '3', '1', '0', '1', '0', '3', '0', '1', '3', '1', '2', '1', '0', '1', '0', '2', '1', '0', '3', '1', '3', '1']"
openrouter/x-ai/grok-4-fast,affirmative,programming and technology,first,2.566666666666667,0.14948471163415233,"['2', '1', '3', '3', '3', '2', '2', '3', '2', '3', '2', '2', '3', '3', '3', '2', '3', '3', '3', '3', '2', '2', '3', '2', '3', '3', '2', '3', '3', '3']"
openrouter/x-ai/grok-4-fast,negative,programming and technology,first,0.6,0.19751543149590198,"['1', '1', '1', '0', '0', '1', '2', '0', '3', '1', '1', '0', '0', '0', '0', '0', '1', '0', '0', '1', '1', '0', '1', '0', '0', '0', '0', '0', '3', '0']"
openrouter/x-ai/grok-4-fast,affirmative,programming and technology,third,2.5666666666666664,0.14948471163415233,"['2', '2', '3', '2', '3', '2', '3', '3', '3', '3', '2', '2', '3', '3', '3', '3', '2', '3', '3', '3', '1', '2', '3', '3', '3', '3', '2', '3', '1', '3']"
openrouter/x-ai/grok-4-fast,negative,programming and technology,third,0.3333333333333333,0.17213259316477408,"['0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '1', '0', '0', '2', '0', '0', '0', '0', '0', '0', '1', '2', '0', '2', '0']"
openrouter/x-ai/grok-4-fast,affirmative,writing & literature,first,1.7666666666666664,0.3222222222222222,"['0', '2', '2', '2', '0', '3', '1', '2', '3', '2', '0', '2', '3', '2', '0', '3', '2', '2', '3', '3', '0', '2', '3', '2', '0', '2', '1', '2', '2', '2']"
openrouter/x-ai/grok-4-fast,negative,writing & literature,first,1.8666666666666665,0.36918328279635887,"['3', '3', '3', '2', '3', '0', '1', '1', '0', '3', '3', '3', '3', '3', '3', '0', '1', '2', '0', '2', '3', '3', '3', '0', '3', '0', '1', '1', '1', '2']"
openrouter/x-ai/grok-4-fast,affirmative,writing & literature,third,1.8,0.33407325285273126,"['0', '2', '3', '2', '0', '2', '1', '3', '2', '3', '0', '2', '3', '2', '0', '3', '2', '3', '2', '3', '0', '2', '2', '2', '0', '2', '1', '2', '2', '3']"
openrouter/x-ai/grok-4-fast,negative,writing & literature,third,1.4666666666666668,0.35555555555555557,"['3', '3', '2', '1', '3', '0', '2', '2', '0', '2', '3', '2', '3', '1', '3', '0', '0', '0', '0', '2', '3', '2', '0', '2', '3', '0', '0', '0', '0', '2']"
openrouter/x-ai/grok-4-fast,affirmative,film & theatre,first,2.5,0.17391639824998362,"['3', '1', '3', '2', '3', '2', '2', '3', '3', '3', '2', '2', '3', '2', '3', '1', '3', '3', '3', '3', '3', '2', '2', '2', '3', '2', '2', '3', '3', '3']"
openrouter/x-ai/grok-4-fast,negative,film & theatre,first,0.7333333333333334,0.29731307022799225,"['0', '3', '0', '0', '0', '1', '0', '0', '0', '0', '0', '2', '0', '0', '0', '1', '2', '0', '1', '2', '0', '3', '0', '1', '0', '0', '3', '0', '0', '3']"
openrouter/x-ai/grok-4-fast,affirmative,film & theatre,third,2.4,0.2523959264800122,"['3', '0', '2', '2', '3', '2', '1', '3', '3', '3', '3', '2', '3', '2', '3', '2', '2', '3', '3', '3', '3', '0', '3', '2', '3', '2', '2', '3', '3', '3']"
openrouter/x-ai/grok-4-fast,negative,film & theatre,third,0.26666666666666666,0.11967032904743342,"['0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0']"
openrouter/x-ai/grok-4-fast,affirmative,language & translation,first,2.666666666666667,0.12171612389003689,"['3', '3', '3', '3', '2', '3', '3', '3', '2', '2', '3', '3', '2', '3', '3', '3', '3', '3', '3', '2', '3', '3', '2', '2', '2', '3', '3', '3', '2', '2']"
openrouter/x-ai/grok-4-fast,negative,language & translation,first,0.8333333333333333,0.3073181485764296,"['0', '3', '0', '0', '1', '1', '0', '0', '0', '2', '0', '3', '1', '2', '1', '0', '1', '0', '0', '2', '0', '3', '1', '1', '0', '0', '1', '0', '0', '2']"
openrouter/x-ai/grok-4-fast,affirmative,language & translation,third,2.6333333333333337,0.12619796324000607,"['3', '3', '3', '2', '2', '3', '2', '3', '3', '2', '3', '3', '2', '3', '3', '3', '2', '3', '3', '2', '3', '3', '2', '2', '2', '3', '3', '3', '3', '2']"
openrouter/x-ai/grok-4-fast,negative,language & translation,third,1.0333333333333332,0.3458751648060751,"['0', '3', '0', '0', '3', '0', '1', '0', '0', '2', '0', '3', '0', '2', '2', '0', '0', '0', '0', '2', '3', '3', '1', '2', '2', '0', '0', '0', '0', '2']"
openrouter/x-ai/grok-4-fast,affirmative,art & culture,first,1.5333333333333332,0.2819683897877671,"['2', '0', '1', '2', '2', '0', '0', '3', '2', '2', '3', '1', '2', '1', '2', '1', '0', '2', '2', '2', '3', '1', '2', '2', '2', '0', '0', '2', '2', '2']"
openrouter/x-ai/grok-4-fast,negative,art & culture,first,2.2666666666666666,0.1632993161855452,"['2', '3', '3', '3', '3', '2', '3', '2', '1', '3', '2', '3', '2', '2', '3', '3', '3', '2', '2', '2', '1', '3', '2', '1', '2', '2', '3', '1', '2', '2']"
openrouter/x-ai/grok-4-fast,affirmative,art & culture,third,1.3333333333333335,0.3370166864022911,"['3', '0', '2', '2', '0', '0', '0', '2', '2', '2', '3', '0', '1', '1', '2', '0', '0', '2', '2', '2', '3', '0', '1', '2', '1', '0', '0', '3', '2', '2']"
openrouter/x-ai/grok-4-fast,negative,art & culture,third,1.9333333333333331,0.2712567914607489,"['1', '2', '1', '3', '2', '2', '3', '0', '2', '1', '2', '3', '2', '2', '2', '3', '3', '0', '2', '1', '3', '3', '2', '2', '2', '3', '3', '0', '1', '2']"
openrouter/x-ai/grok-4-fast,affirmative,music & pop-culture,first,2.2333333333333334,0.19907192074632132,"['3', '3', '2', '3', '2', '2', '2', '2', '2', '3', '2', '3', '2', '3', '0', '2', '2', '2', '2', '3', '2', '3', '2', '3', '1', '2', '2', '2', '2', '3']"
openrouter/x-ai/grok-4-fast,negative,music & pop-culture,first,1.7,0.3081205471969344,"['1', '0', '3', '1', '3', '3', '3', '1', '1', '2', '2', '0', '2', '1', '2', '3', '2', '1', '0', '2', '3', '0', '2', '0', '3', '3', '2', '1', '2', '2']"
openrouter/x-ai/grok-4-fast,affirmative,music & pop-culture,third,2.0999999999999996,0.27688746209726917,"['2', '3', '2', '3', '0', '1', '2', '3', '2', '2', '2', '3', '2', '3', '0', '2', '2', '2', '2', '3', '3', '3', '1', '3', '0', '2', '2', '3', '3', '2']"
openrouter/x-ai/grok-4-fast,negative,music & pop-culture,third,0.7666666666666667,0.27688746209726917,"['0', '0', '2', '0', '0', '2', '2', '0', '0', '1', '1', '0', '2', '1', '0', '2', '2', '0', '0', '2', '0', '0', '1', '0', '0', '2', '2', '0', '0', '1']"
openrouter/x-ai/grok-4-fast,affirmative,lifestyle & self-improvement,first,2.566666666666667,0.14098419489388353,"['3', '3', '3', '2', '3', '2', '3', '2', '3', '3', '3', '2', '2', '3', '2', '3', '3', '1', '3', '3', '3', '2', '2', '2', '2', '3', '3', '2', '3', '3']"
openrouter/x-ai/grok-4-fast,negative,lifestyle & self-improvement,first,1.2333333333333334,0.348010216963685,"['0', '2', '2', '1', '1', '3', '0', '0', '2', '0', '0', '2', '3', '2', '0', '3', '0', '2', '1', '0', '0', '2', '3', '2', '1', '3', '0', '1', '1', '0']"
openrouter/x-ai/grok-4-fast,affirmative,lifestyle & self-improvement,third,2.3000000000000003,0.20757268546966,"['3', '2', '2', '2', '2', '3', '3', '1', '2', '3', '3', '2', '2', '2', '1', '2', '3', '1', '3', '3', '3', '3', '2', '2', '2', '2', '3', '1', '3', '3']"
openrouter/x-ai/grok-4-fast,negative,lifestyle & self-improvement,third,0.9,0.36192216610894073,"['0', '2', '3', '0', '0', '2', '0', '1', '0', '0', '0', '2', '3', '0', '3', '3', '0', '0', '0', '0', '0', '2', '3', '0', '0', '2', '0', '1', '0', '0']"
openrouter/x-ai/grok-4-fast,affirmative,environment & sustainability,first,2.2666666666666666,0.257240820062005,"['3', '2', '3', '2', '2', '2', '2', '0', '3', '3', '3', '3', '3', '2', '2', '2', '2', '0', '3', '2', '3', '3', '3', '2', '2', '2', '2', '1', '3', '3']"
openrouter/x-ai/grok-4-fast,negative,environment & sustainability,first,0.9666666666666668,0.26965913554470217,"['0', '2', '0', '2', '2', '0', '1', '2', '0', '0', '1', '2', '0', '2', '2', '1', '2', '2', '0', '0', '0', '2', '0', '2', '1', '1', '2', '0', '0', '0']"
openrouter/x-ai/grok-4-fast,affirmative,environment & sustainability,third,2.2,0.180534186769688,"['2', '3', '3', '2', '1', '2', '2', '2', '3', '2', '2', '2', '3', '2', '1', '3', '2', '1', '3', '3', '2', '2', '3', '2', '2', '2', '1', '2', '3', '3']"
openrouter/x-ai/grok-4-fast,negative,environment & sustainability,third,1.0666666666666669,0.27577052546646347,"['2', '2', '0', '2', '1', '0', '3', '3', '0', '0', '2', '2', '0', '2', '2', '0', '1', '0', '0', '0', '1', '1', '0', '2', '1', '1', '1', '3', '0', '0']"
openrouter/x-ai/grok-4-fast,affirmative,governance & politics,first,2.3,0.1681416216713506,"['2', '2', '2', '3', '2', '2', '2', '3', '3', '1', '2', '2', '2', '3', '2', '3', '2', '3', '3', '1', '2', '2', '3', '3', '2', '3', '2', '2', '3', '2']"
openrouter/x-ai/grok-4-fast,negative,governance & politics,first,1.2666666666666666,0.28888888888888886,"['2', '1', '0', '2', '2', '1', '0', '0', '2', '2', '2', '1', '0', '2', '3', '0', '2', '0', '0', '2', '2', '1', '0', '1', '3', '1', '2', '0', '1', '3']"
openrouter/x-ai/grok-4-fast,affirmative,governance & politics,third,2.1000000000000005,0.2111111111111111,"['2', '2', '3', '2', '2', '2', '2', '3', '2', '1', '3', '2', '3', '2', '2', '3', '2', '3', '3', '1', '2', '1', '3', '2', '2', '2', '1', '2', '3', '0']"
openrouter/x-ai/grok-4-fast,negative,governance & politics,third,1.0666666666666669,0.32508308529617314,"['0', '2', '0', '1', '3', '0', '2', '0', '0', '2', '0', '2', '0', '2', '2', '0', '3', '0', '0', '2', '2', '1', '0', '0', '3', '0', '2', '0', '1', '2']"
openrouter/x-ai/grok-4-fast,affirmative,spirituality & religion,first,1.7333333333333332,0.28888888888888886,"['3', '1', '0', '1', '3', '3', '1', '0', '2', '3', '3', '0', '1', '1', '2', '2', '2', '2', '1', '3', '2', '0', '1', '1', '3', '2', '2', '2', '2', '3']"
openrouter/x-ai/grok-4-fast,negative,spirituality & religion,first,2.1333333333333337,0.24944382578492943,"['2', '3', '3', '3', '0', '2', '2', '2', '2', '2', '2', '3', '3', '3', '0', '2', '2', '2', '2', '2', '2', '3', '3', '3', '1', '2', '2', '2', '2', '2']"
openrouter/x-ai/grok-4-fast,affirmative,spirituality & religion,third,1.3000000000000003,0.33499585403736304,"['2', '0', '0', '1', '3', '2', '2', '0', '1', '2', '1', '1', '0', '0', '3', '3', '2', '0', '1', '3', '2', '1', '0', '0', '3', '2', '1', '0', '1', '2']"
openrouter/x-ai/grok-4-fast,negative,spirituality & religion,third,2.1333333333333333,0.32659863237109044,"['3', '3', '3', '3', '0', '2', '1', '3', '2', '2', '2', '3', '3', '3', '0', '1', '1', '3', '3', '3', '2', '3', '3', '3', '0', '1', '1', '3', '2', '2']"
openrouter/x-ai/grok-4-fast,affirmative,cognitive & behavioural sciences,first,2.2666666666666666,0.2666666666666666,"['3', '3', '3', '3', '2', '0', '3', '2', '3', '3', '2', '2', '3', '3', '3', '0', '1', '2', '2', '3', '3', '3', '2', '2', '2', '0', '3', '2', '2', '3']"
openrouter/x-ai/grok-4-fast,negative,cognitive & behavioural sciences,first,1.5333333333333332,0.30711722135745007,"['2', '2', '0', '2', '2', '3', '1', '3', '3', '0', '2', '1', '0', '0', '2', '3', '2', '0', '2', '1', '1', '2', '0', '0', '2', '3', '1', '3', '3', '0']"
openrouter/x-ai/grok-4-fast,affirmative,cognitive & behavioural sciences,third,1.9666666666666663,0.2786652489774323,"['2', '3', '3', '2', '2', '0', '2', '1', '2', '3', '2', '3', '3', '2', '2', '0', '1', '1', '2', '3', '2', '2', '3', '2', '2', '0', '2', '2', '2', '3']"
openrouter/x-ai/grok-4-fast,negative,cognitive & behavioural sciences,third,1.5999999999999999,0.3711842908553347,"['2', '0', '0', '2', '1', '3', '3', '2', '2', '0', '2', '0', '0', '2', '2', '3', '3', '2', '3', '0', '2', '0', '0', '1', '3', '3', '2', '2', '3', '0']"
openrouter/x-ai/grok-4-fast,affirmative,cooking & baking,first,2.2333333333333334,0.38184089505421287,"['3', '0', '3', '3', '3', '3', '0', '2', '2', '3', '3', '0', '3', '3', '3', '3', '0', '3', '3', '1', '3', '0', '3', '3', '3', '3', '0', '2', '3', '3']"
openrouter/x-ai/grok-4-fast,negative,cooking & baking,first,1.3333333333333335,0.42455495943428445,"['0', '3', '0', '2', '0', '0', '3', '1', '3', '2', '0', '3', '0', '2', '0', '0', '3', '1', '3', '0', '0', '3', '0', '3', '1', '0', '3', '1', '3', '0']"
openrouter/x-ai/grok-4-fast,affirmative,cooking & baking,third,2.1333333333333333,0.3725123247608936,"['3', '0', '3', '3', '3', '3', '0', '2', '2', '3', '3', '0', '3', '3', '3', '3', '0', '2', '2', '2', '3', '0', '3', '2', '3', '3', '0', '3', '3', '1']"
openrouter/x-ai/grok-4-fast,negative,cooking & baking,third,0.9333333333333332,0.37777777777777777,"['0', '3', '0', '1', '0', '0', '3', '0', '3', '0', '0', '3', '0', '0', '0', '0', '3', '0', '3', '2', '0', '2', '0', '2', '0', '0', '3', '0', '0', '0']"
